Player,Position,Age,Team,Games,GamesStarted,MinutesPlayed,FieldGoals,FieldGoalsAttempted,FieldGoalPercentage,ThreePointers,ThreePointersAttempted,ThreePointPercentage,TwoPointers,TwoPointersAttempted,TwoPointersPercentage,EffectiveFieldGoalPercentage,FreeThrows,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Points
Duncan Robinson,SF,29,MIA,8,0,26.1,4.4,9.5,.461,2.5,6.6,.377,1.9,2.9,.652,.592,0.1,0.3,.500,0.4,1.8,2.1,2.0,0.4,0.0,1.3,2.1,11.4
Jerome Robinson,SG,26,GSW,1,0,5.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell Robinson,C,25,NYK,8,8,29.9,2.6,5.4,.488,0.0,0.0,,2.6,5.4,.488,.488,1.3,2.6,.476,6.3,6.1,12.4,0.5,1.5,1.0,0.4,2.3,6.5
Orlando Robinson,C,23,MIA,2,0,15.0,2.0,4.5,.444,0.5,0.5,1.000,1.5,4.0,.375,.500,1.0,1.0,1.000,1.0,3.0,4.0,3.5,0.5,0.5,1.5,2.0,5.5
Jeremiah Robinson-Earl,PF,23,NOP,2,1,18.5,2.5,4.5,.556,1.0,1.5,.667,1.5,3.0,.500,.667,2.0,2.0,1.000,1.5,3.0,4.5,0.5,0.0,0.0,1.0,1.5,8.0
David Roddy,PF,22,MEM,9,1,21.9,3.4,7.2,.477,0.7,2.6,.261,2.8,4.7,.595,.523,0.4,0.6,.800,0.8,2.8,3.6,1.0,0.3,0.3,1.0,2.1,8.0
Ryan Rollins,PG,21,WAS,6,0,7.7,1.3,2.8,.471,0.2,0.3,.500,1.2,2.5,.467,.500,2.2,2.7,.813,0.3,1.3,1.7,1.7,1.3,0.3,1.2,1.0,5.0
Derrick Rose,PG,35,MEM,4,0,17.8,3.0,9.3,.324,1.3,2.5,.500,1.8,6.8,.259,.392,0.8,1.0,.750,1.0,1.0,2.0,2.8,0.5,0.3,1.5,0.8,8.0
Terry Rozier,SG,29,CHO,5,5,35.8,8.4,18.0,.467,1.6,6.2,.258,6.8,11.8,.576,.511,3.6,4.4,.818,0.8,3.2,4.0,5.0,0.6,0.4,2.2,0.8,22.0
Rayan Rupert,SG,19,POR,2,0,3.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Angelo Russell,PG,27,LAL,9,9,33.6,6.7,14.6,.458,1.8,5.9,.302,4.9,8.7,.564,.519,2.9,3.3,.867,0.2,2.9,3.1,6.4,0.4,0.8,2.0,2.7,18.0
Matt Ryan,SF,26,NOP,9,1,22.9,2.8,6.3,.439,2.2,5.3,.417,0.6,1.0,.556,.614,1.3,1.3,1.000,0.2,1.9,2.1,1.2,0.3,0.1,1.4,2.2,9.1
Domantas Sabonis,C,27,SAC,8,8,34.8,6.8,12.0,.563,0.3,1.0,.250,6.5,11.0,.591,.573,3.6,6.0,.604,4.1,8.8,12.9,7.0,1.0,0.9,3.6,3.4,17.4
Luka Šamanić,PF,24,UTA,4,0,4.0,1.3,2.5,.500,0.5,1.3,.400,0.8,1.3,.600,.600,0.3,0.3,1.000,0.0,1.0,1.0,0.3,0.3,0.0,0.0,0.3,3.3
Jermaine Samuels,SF,25,HOU,3,0,6.7,0.7,1.0,.667,0.0,0.3,.000,0.7,0.7,1.000,.667,0.7,0.7,1.000,0.3,0.7,1.0,0.0,0.0,0.3,0.0,1.0,2.0
Dario Šarić,C,29,GSW,9,1,19.6,2.9,7.0,.413,1.4,3.9,.371,1.4,3.1,.464,.516,0.9,1.1,.800,2.0,4.7,6.7,1.9,0.3,0.4,0.9,1.7,8.1
Olivier Sarr,C,24,OKC,4,0,11.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,1.0,1.5,.667,0.8,3.8,4.5,0.3,0.0,1.3,0.5,1.5,1.5
Marcus Sasser,PG,23,DET,10,0,21.1,4.2,8.3,.506,1.8,4.1,.439,2.4,4.2,.571,.614,0.5,0.5,1.000,0.2,2.6,2.8,2.8,0.9,0.1,0.7,2.0,10.7
Admiral Schofield,PF,26,ORL,1,0,3.0,2.0,4.0,.500,1.0,3.0,.333,1.0,1.0,1.000,.625,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Dennis Schröder,PG,30,TOR,8,8,32.9,6.3,13.3,.472,2.0,5.0,.400,4.3,8.3,.515,.547,2.5,3.3,.769,0.9,1.9,2.8,8.4,1.1,0.3,1.9,1.4,17.0
Dereon Seabron,SG,23,NOP,3,0,14.0,1.0,4.0,.250,0.3,0.7,.500,0.7,3.3,.200,.292,1.3,1.3,1.000,0.3,1.0,1.3,0.7,0.3,0.0,0.0,0.7,3.7
Alperen Şengün,C,21,HOU,8,8,31.0,8.3,13.4,.617,0.5,1.8,.286,7.8,11.6,.667,.636,2.0,3.5,.571,2.4,5.9,8.3,6.1,1.0,0.3,2.0,2.9,19.0
Brice Sensabaugh,SF,20,UTA,1,0,2.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Collin Sexton,SG,25,UTA,10,0,18.8,4.0,8.7,.460,0.9,2.7,.333,3.1,6.0,.517,.511,3.3,3.8,.868,0.7,1.4,2.1,2.7,0.1,0.1,2.0,1.6,12.2
Landry Shamet,SG,26,WAS,4,0,15.0,3.3,6.5,.500,1.8,4.8,.368,1.5,1.8,.857,.635,0.3,0.5,.500,0.0,0.8,0.8,1.5,0.5,0.3,0.3,2.3,8.5
Day'Ron Sharpe,C,22,BRK,9,0,12.3,2.6,4.3,.590,0.0,0.1,.000,2.6,4.2,.605,.590,1.4,2.3,.619,1.8,3.9,5.7,0.4,0.3,0.4,1.3,1.9,6.6
Shaedon Sharpe,SG,20,POR,8,7,39.1,6.8,15.3,.443,2.3,6.3,.360,4.5,9.0,.500,.516,4.1,5.0,.825,1.9,3.4,5.3,2.9,1.0,0.8,2.8,2.6,19.9
Ben Sheppard,SG,22,IND,3,0,10.7,1.7,4.0,.417,1.0,2.7,.375,0.7,1.3,.500,.542,0.0,0.0,,0.3,1.0,1.3,0.7,0.0,0.0,0.0,1.3,4.3
Pascal Siakam,PF,29,TOR,8,8,35.8,6.9,15.3,.451,1.5,5.1,.293,5.4,10.1,.531,.500,2.1,3.0,.708,1.0,5.9,6.9,4.8,0.4,0.1,2.3,3.0,17.4
Ben Simmons,PG,27,BRK,6,6,31.8,3.2,6.0,.528,0.0,0.0,,3.2,6.0,.528,.528,0.2,0.7,.250,2.7,8.2,10.8,6.7,0.5,0.8,2.5,2.7,6.5
Anfernee Simons,SG,24,POR,1,1,27.0,6.0,14.0,.429,2.0,6.0,.333,4.0,8.0,.500,.500,4.0,4.0,1.000,1.0,1.0,2.0,4.0,2.0,0.0,0.0,2.0,18.0
Jericho Sims,C,25,NYK,3,0,3.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,1.3,1.7,0.3,0.0,0.0,0.0,0.0,0.0
Marcus Smart,PG,29,MEM,9,9,31.6,5.0,11.6,.433,1.6,5.8,.269,3.4,5.8,.596,.500,1.4,1.9,.765,0.3,2.2,2.6,5.2,2.3,0.3,3.6,3.6,13.0
Dennis Smith Jr.,PG,26,BRK,8,0,16.5,2.3,5.8,.391,0.5,1.8,.286,1.8,4.0,.438,.435,0.6,0.8,.833,0.8,1.3,2.0,2.4,0.6,0.3,0.8,2.4,5.6
Dru Smith,SG,26,MIA,4,0,17.3,1.8,3.8,.467,1.0,2.0,.500,0.8,1.8,.429,.600,0.0,0.0,,0.8,1.0,1.8,2.3,1.3,0.5,0.5,1.0,4.5
Ish Smith,PG,35,CHO,2,0,6.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,1.5,1.5,0.0
Jabari Smith Jr.,PF,20,HOU,8,8,29.1,5.1,10.8,.477,2.0,5.3,.381,3.1,5.5,.568,.570,0.6,1.1,.556,1.5,5.5,7.0,1.5,0.6,0.4,1.3,3.6,12.9
Jalen Smith,C,23,IND,7,0,17.7,4.7,6.6,.717,1.1,1.7,.667,3.6,4.9,.735,.804,1.3,1.7,.750,2.0,4.9,6.9,1.3,0.6,0.4,1.1,2.6,11.9
Nick Smith Jr.,SG,19,CHO,2,0,2.5,1.0,1.0,1.000,0.5,0.5,1.000,0.5,0.5,1.000,1.250,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,2.5
Jeremy Sochan,PG,20,SAS,9,9,27.0,4.1,9.3,.440,0.6,1.7,.333,3.6,7.7,.464,.470,1.1,1.7,.667,1.4,4.0,5.4,4.7,1.1,0.2,2.3,3.3,9.9
Jaden Springer,SG,21,PHI,6,0,8.2,0.5,2.3,.214,0.0,0.5,.000,0.5,1.8,.273,.214,0.3,0.7,.500,0.7,0.7,1.3,0.8,0.2,0.7,0.7,1.5,1.3
Lamar Stevens,PF,26,BOS,3,0,5.7,1.3,2.3,.571,0.3,0.3,1.000,1.0,2.0,.500,.643,0.0,0.0,,1.3,0.3,1.7,0.7,0.3,0.0,1.0,1.0,3.0
Isaiah Stewart,PF,22,DET,10,10,34.5,4.5,9.4,.479,1.7,4.0,.425,2.8,5.4,.519,.569,1.4,1.9,.737,1.7,5.7,7.4,1.6,0.1,0.7,2.3,3.2,12.1
Julian Strawther,SF,21,DEN,7,0,10.1,2.3,4.9,.471,1.3,3.3,.391,1.0,1.6,.636,.603,0.0,0.3,.000,0.0,1.0,1.0,0.4,0.1,0.3,0.1,0.7,5.9
Max Strus,SF,27,CLE,8,8,35.3,4.8,12.3,.388,2.8,8.4,.328,2.0,3.9,.516,.500,1.3,1.5,.833,0.4,5.5,5.9,3.3,0.6,0.8,1.1,2.4,13.5
Jalen Suggs,SG,22,ORL,8,8,26.3,4.0,9.9,.405,1.4,4.1,.333,2.6,5.8,.457,.475,2.0,2.5,.800,1.3,3.6,4.9,2.9,2.3,0.6,1.9,3.1,11.4
Cole Swider,SF,24,MIA,1,0,2.0,2.0,3.0,.667,1.0,2.0,.500,1.0,1.0,1.000,.833,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
Jae'Sean Tate,SF,28,HOU,8,0,20.3,2.8,5.4,.512,1.3,2.9,.435,1.5,2.5,.600,.628,0.5,0.6,.800,0.6,2.9,3.5,1.4,1.4,0.5,0.3,2.6,7.3
Jayson Tatum,PF,25,BOS,8,8,36.0,9.9,19.1,.516,3.4,8.4,.403,6.5,10.8,.605,.605,4.6,5.8,.804,0.6,9.1,9.8,3.5,1.4,0.1,2.9,2.0,27.8
Terry Taylor,PF,24,CHI,3,0,2.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.7
Garrett Temple,SG,37,TOR,2,0,2.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Dalen Terry,SG,21,CHI,4,0,2.8,0.8,2.0,.375,0.3,1.0,.250,0.5,1.0,.500,.438,0.0,0.5,.000,0.0,1.0,1.0,0.8,0.0,0.0,0.3,0.3,1.8
Daniel Theis,C,31,IND,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Cam Thomas,SG,22,BRK,8,7,32.4,9.9,20.6,.479,2.1,6.6,.321,7.8,14.0,.554,.530,5.0,5.9,.851,0.3,3.5,3.8,2.1,0.9,0.6,1.3,1.9,26.9
Amen Thompson,SF,21,HOU,4,0,16.8,2.3,5.5,.409,0.5,2.8,.182,1.8,2.8,.636,.455,1.3,2.0,.625,0.3,2.5,2.8,1.5,0.5,0.3,1.5,2.3,6.3
Ausar Thompson,SF,21,DET,10,10,31.8,4.6,11.1,.414,0.4,2.5,.160,4.2,8.6,.488,.432,1.8,2.3,.783,4.0,6.0,10.0,3.7,1.3,1.9,2.1,3.6,11.4
Klay Thompson,SF,33,GSW,8,8,31.5,6.3,13.6,.459,2.6,7.5,.350,3.6,6.1,.592,.555,1.3,1.6,.769,0.8,2.9,3.6,2.0,0.4,0.6,2.0,2.6,16.4
Tristan Thompson,PF,32,CLE,6,0,11.2,1.2,1.7,.700,0.0,0.0,,1.2,1.7,.700,.700,0.7,1.2,.571,1.3,2.0,3.3,0.8,0.2,0.5,1.0,1.3,3.0
JT Thor,PF,21,CHO,8,0,18.5,1.8,4.3,.412,0.6,2.0,.313,1.1,2.3,.500,.485,0.0,0.3,.000,0.9,2.9,3.8,1.0,0.5,0.4,0.3,1.1,4.1
Matisse Thybulle,SF,26,POR,8,8,19.4,1.9,4.1,.455,1.1,3.3,.346,0.8,0.9,.857,.591,0.5,0.6,.800,0.3,0.9,1.1,0.8,1.0,0.6,0.6,1.0,5.4
Xavier Tillman Sr.,C,25,MEM,6,5,26.3,3.5,9.5,.368,0.7,2.8,.235,2.8,6.7,.425,.404,0.7,1.5,.444,2.2,5.3,7.5,2.5,1.7,1.0,1.5,3.2,8.3
Obi Toppin,PF,25,IND,9,9,21.3,3.6,6.6,.542,0.6,2.2,.250,3.0,4.3,.692,.585,1.3,1.4,.923,1.0,2.2,3.2,0.4,1.0,0.2,0.6,1.8,9.0
Karl-Anthony Towns,PF,28,MIN,8,8,32.0,7.1,16.3,.438,1.9,5.8,.326,5.3,10.5,.500,.496,2.9,3.3,.885,0.9,7.9,8.8,2.3,0.8,0.6,2.6,3.3,19.0
Gary Trent Jr.,SG,25,TOR,8,1,27.1,3.9,10.5,.369,1.9,5.3,.357,2.0,5.3,.381,.458,0.8,1.9,.400,0.5,2.0,2.5,0.9,1.0,0.1,1.0,1.3,10.4
P.J. Tucker,PF,38,TOT,7,3,17.9,0.4,1.7,.250,0.3,1.3,.222,0.1,0.4,.333,.333,0.4,0.4,1.000,1.4,2.4,3.9,0.4,0.7,0.4,0.3,2.7,1.6
Myles Turner,C,27,IND,9,9,27.2,6.3,11.8,.538,1.8,4.4,.400,4.6,7.3,.621,.613,3.1,4.0,.778,1.4,6.8,8.2,1.8,0.4,1.7,1.6,3.2,17.6
Hunter Tyson,PF,23,DEN,4,0,2.8,0.3,0.8,.333,0.0,0.5,.000,0.3,0.3,1.000,.333,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.0,1.0,0.5
Stanley Umude,SG,24,DET,8,0,7.8,0.9,2.0,.438,0.6,1.3,.500,0.3,0.8,.333,.594,1.0,1.1,.889,0.0,1.1,1.1,0.1,0.1,0.1,0.4,1.3,3.4
Jonas Valančiūnas,C,31,NOP,9,9,24.8,4.7,9.3,.500,0.8,2.0,.389,3.9,7.3,.530,.542,1.9,2.2,.850,1.9,6.7,8.6,1.7,0.2,1.4,1.8,3.0,12.0
Fred VanVleet,PG,29,HOU,8,8,35.4,5.5,14.6,.376,3.1,8.4,.373,2.4,6.3,.380,.483,2.0,2.1,.941,0.3,3.4,3.6,8.4,0.6,0.4,1.6,2.1,16.1
Devin Vassell,SG,23,SAS,7,6,28.9,6.6,12.7,.517,2.4,5.7,.425,4.1,7.0,.592,.612,3.0,4.0,.750,0.3,2.9,3.1,2.4,1.0,0.0,1.4,1.0,18.6
Sasha Vezenkov,PF,28,SAC,7,0,13.4,2.1,5.3,.405,1.1,3.6,.320,1.0,1.7,.583,.514,0.1,0.1,1.000,0.1,1.9,2.0,0.3,0.6,0.3,0.1,1.3,5.6
Gabe Vincent,PG,27,LAL,4,0,28.3,2.8,7.0,.393,0.3,3.5,.071,2.5,3.5,.714,.411,0.3,0.5,.500,0.5,0.5,1.0,3.0,1.5,0.0,0.5,2.5,6.0
Nikola Vučević,C,33,CHI,9,9,34.8,7.1,14.4,.492,0.8,2.6,.304,6.3,11.9,.533,.519,1.3,1.8,.750,2.8,7.9,10.7,2.6,0.9,0.6,1.8,2.7,16.3
Dean Wade,PF,27,CLE,7,3,17.9,1.1,3.3,.348,1.0,3.0,.333,0.1,0.3,.500,.500,0.0,0.3,.000,0.9,2.6,3.4,0.6,0.9,0.3,0.6,2.0,3.3
Franz Wagner,SF,22,ORL,8,8,33.0,6.6,16.6,.398,1.8,5.5,.318,4.9,11.1,.438,.451,2.9,3.4,.852,1.4,4.4,5.8,3.3,1.3,0.4,2.4,2.6,17.9
Moritz Wagner,C,26,ORL,8,0,18.4,4.6,7.4,.627,0.8,2.3,.333,3.9,5.1,.756,.678,1.5,1.9,.800,1.4,3.1,4.5,0.6,0.5,0.6,1.5,2.8,11.5
Jabari Walker,SF,21,POR,8,0,13.3,1.6,4.1,.394,0.3,1.4,.182,1.4,2.8,.500,.424,1.4,1.6,.846,1.1,2.4,3.5,0.4,0.9,0.5,0.9,2.1,4.9
Jarace Walker,PF,20,IND,3,0,9.0,1.3,4.0,.333,0.0,0.7,.000,1.3,3.3,.400,.333,0.7,0.7,1.000,0.3,2.0,2.3,1.7,0.3,0.3,0.0,0.7,3.3
Lonnie Walker IV,SG,25,BRK,8,0,22.4,6.1,11.4,.538,2.4,5.1,.463,3.8,6.3,.600,.643,2.1,2.8,.773,0.1,3.0,3.1,2.3,0.6,0.6,1.1,1.0,16.8
Cason Wallace,SG,20,OKC,9,1,23.1,3.3,5.1,.652,1.1,2.1,.526,2.2,3.0,.741,.761,0.9,0.9,1.000,0.6,2.0,2.6,1.6,0.6,0.3,0.7,1.8,8.7
P.J. Washington,PF,25,CHO,8,8,34.0,7.0,14.0,.500,1.3,4.5,.278,5.8,9.5,.605,.545,1.8,2.4,.737,1.3,4.6,5.9,2.1,0.5,0.6,1.3,2.6,17.0
TyTy Washington Jr.,PG,22,MIL,1,0,3.0,1.0,2.0,.500,1.0,1.0,1.000,0.0,1.0,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Yuta Watanabe,SF,29,PHO,9,0,19.2,1.9,4.9,.386,1.3,3.9,.343,0.6,1.0,.556,.523,0.7,0.8,.857,0.7,2.4,3.1,0.3,0.4,0.3,1.1,2.0,5.8
Lindy Waters III,SG,26,OKC,4,0,6.0,0.0,0.8,.000,0.0,0.8,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0
Trendon Watford,PF,23,BRK,4,0,16.3,3.3,5.8,.565,0.5,1.3,.400,2.8,4.5,.611,.609,1.5,1.5,1.000,1.5,3.0,4.5,2.8,1.0,0.3,1.3,2.3,8.5
Peyton Watson,SF,21,DEN,9,0,15.7,2.3,4.1,.568,0.4,1.4,.308,1.9,2.7,.708,.622,0.3,0.7,.500,0.3,1.8,2.1,0.7,0.7,1.1,0.7,1.2,5.4
Victor Wembanyama,PF,20,SAS,9,9,29.7,7.1,15.4,.460,1.7,5.3,.313,5.4,10.1,.538,.514,4.0,5.2,.766,2.1,6.4,8.6,2.0,1.1,2.6,3.4,2.6,19.9
Blake Wesley,SG,20,SAS,3,0,6.0,1.0,2.7,.375,0.0,0.3,.000,1.0,2.3,.429,.375,0.3,0.7,.500,0.3,0.3,0.7,1.0,0.0,0.3,0.3,0.7,2.3
Russell Westbrook,PG,35,LAC,8,8,31.5,6.4,13.0,.490,1.1,3.4,.333,5.3,9.6,.545,.534,1.1,1.9,.600,1.6,5.3,6.9,6.1,1.8,0.4,3.3,2.9,15.0
Coby White,PG,23,CHI,9,9,32.2,4.3,11.2,.386,1.6,5.4,.286,2.8,5.8,.481,.455,1.7,1.9,.882,0.3,3.0,3.3,4.4,0.9,0.3,1.7,2.1,11.9
Derrick White,SG,29,BOS,6,6,30.5,5.3,10.3,.516,2.7,5.8,.457,2.7,4.5,.593,.645,2.2,2.7,.813,1.0,3.0,4.0,4.5,1.2,1.2,1.5,2.2,15.5
Cam Whitmore,SF,19,HOU,3,0,7.7,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.3,0.7,.500,0.0,1.0,1.0,0.3,0.3,0.0,0.7,0.3,2.3
Aaron Wiggins,SG,25,OKC,7,0,11.3,1.7,3.1,.545,0.3,1.3,.222,1.4,1.9,.769,.591,0.4,0.6,.750,0.3,1.1,1.4,0.4,0.1,0.1,0.6,1.1,4.1
Andrew Wiggins,SF,28,GSW,9,9,25.7,4.2,10.6,.400,0.3,2.2,.150,3.9,8.3,.467,.416,2.0,3.6,.563,1.8,1.8,3.6,0.7,0.1,0.4,1.2,2.0,10.8
Grant Williams,PF,25,DAL,9,9,29.6,4.2,8.0,.528,3.0,5.8,.519,1.2,2.2,.550,.715,1.2,1.9,.647,0.8,3.1,3.9,1.1,0.2,0.6,0.9,3.1,12.7
Jalen Williams,PF,22,OKC,9,9,33.3,6.1,12.2,.500,0.9,2.9,.308,5.2,9.3,.560,.536,3.3,3.8,.882,0.3,4.2,4.6,3.8,0.7,0.3,2.3,3.0,16.4
Jaylin Williams,C,21,OKC,4,0,14.0,1.5,3.3,.462,0.5,2.0,.250,1.0,1.3,.800,.538,1.3,1.5,.833,0.3,3.3,3.5,1.8,0.5,0.3,0.5,2.8,4.8
Jeenathan Williams,SG,24,HOU,2,0,6.5,2.0,3.5,.571,0.0,1.0,.000,2.0,2.5,.800,.571,0.5,1.0,.500,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,4.5
Mark Williams,C,22,CHO,8,8,25.6,6.1,8.5,.721,0.0,0.0,,6.1,8.5,.721,.721,3.1,4.3,.735,4.1,5.8,9.9,1.1,0.9,0.9,1.4,2.1,15.4
Patrick Williams,PF,22,CHI,9,5,23.0,2.1,6.7,.317,0.8,3.3,.233,1.3,3.3,.400,.375,0.6,0.7,.833,0.7,2.8,3.4,1.3,1.0,0.6,1.1,1.6,5.6
Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,.654,0.0,0.0,,2.8,4.3,.654,.654,1.2,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
Vince Williams Jr.,SG,23,MEM,3,0,9.0,0.7,2.3,.286,0.3,2.0,.167,0.3,0.3,1.000,.357,2.3,2.7,.875,0.0,1.3,1.3,1.3,0.3,1.0,0.7,1.3,4.0
Ziaire Williams,SF,22,MEM,8,8,27.8,3.3,8.1,.400,1.4,4.4,.314,1.9,3.8,.500,.485,1.3,1.4,.909,0.8,5.4,6.1,1.3,0.5,0.5,1.9,2.3,9.1
Zion Williamson,PF,23,NOP,7,7,32.1,8.9,17.6,.504,0.0,0.1,.000,8.9,17.4,.508,.504,4.4,7.0,.633,3.1,4.0,7.1,4.1,0.7,0.1,2.4,2.7,22.1
Jalen Wilson,PF,23,BRK,2,0,3.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0
Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0
James Wiseman,C,22,DET,3,0,8.0,1.7,3.3,.500,0.0,0.0,,1.7,3.3,.500,.500,0.0,0.0,,1.0,2.0,3.0,0.3,0.0,0.0,0.3,1.7,3.3
Christian Wood,PF,28,LAL,9,1,22.8,2.6,5.3,.479,1.2,2.8,.440,1.3,2.6,.522,.594,1.1,1.9,.588,1.0,5.7,6.7,1.0,0.3,0.8,1.3,2.0,7.4
Delon Wright,PG,31,WAS,8,0,17.6,1.4,3.8,.367,0.5,1.4,.364,0.9,2.4,.368,.433,1.8,2.0,.875,0.4,2.1,2.5,4.4,1.6,0.1,0.5,0.8,5.0
Thaddeus Young,PF,35,TOR,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,2.0,.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Trae Young,PG,25,ATL,8,8,35.4,6.6,18.6,.356,2.1,7.4,.288,4.5,11.3,.400,.413,8.8,9.8,.897,0.9,2.1,3.0,10.1,1.6,0.0,4.1,1.6,24.1
Omer Yurtseven,C,25,UTA,6,0,5.2,1.2,1.7,.700,0.2,0.5,.333,1.0,1.2,.857,.750,0.2,0.3,.500,0.5,1.3,1.8,0.5,0.0,0.2,0.2,1.0,2.7
Cody Zeller,C,31,NOP,6,0,5.8,0.2,1.2,.143,0.0,0.0,,0.2,1.2,.143,.143,0.5,1.0,.500,0.8,1.2,2.0,1.0,0.2,0.0,0.0,0.7,0.8
Ivica Zubac,C,26,LAC,8,8,25.1,4.6,7.5,.617,0.0,0.0,,4.6,7.5,.617,.617,1.8,3.1,.560,2.9,5.3,8.1,0.4,0.1,1.9,1.6,3.3,11.0
